06-25 08:56:28.734 16251 17420 W System.err: 	at org.kxml2.io.KXmlParser.peekType(KXmlParser.java:979)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.kxml2.io.KXmlParser.next(KXmlParser.java:346)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.kxml2.io.KXmlParser.next(KXmlParser.java:310)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.jivesoftware.smack.PacketReader.parsePackets(PacketReader.java:321)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.jivesoftware.smack.PacketReader.access$1(PacketReader.java:216)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.jivesoftware.smack.PacketReader$1.run(PacketReader.java:70)
06-25 08:56:28.812   280 17423 I qtaguid : Failed write_ctrl(u 70) res=-1 errno=22
06-25 08:56:28.812   280 17423 I qtaguid : Untagging socket 70 failed errno=-22
06-25 08:56:28.812   280 17423 W NetworkManagementSocketTagger: untagSocket(70) failed with errno -22
06-25 09:04:29.179  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:29.179  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:29.179  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:29.273  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:29.273  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:29.273  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:29.375  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:29.375  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:29.375  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:29.472  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:29.472  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:29.472  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:29.586  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:29.586  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:29.586  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:29.691  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:29.691  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:29.691  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:29.890  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:29.890  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:29.890  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:29.996  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:29.996  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:29.996  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:30.105  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:30.105  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:30.105  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:30.152  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:30.152  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:30.152  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:30.207  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:30.207  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:30.207  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:30.246  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:30.246  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:30.246  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:30.293  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:30.293  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:30.293  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:30.425  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:30.425  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:30.425  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:30.484  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:30.484  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:30.484  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:30.535  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:30.535  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:30.535  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:30.605  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:30.605  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:30.605  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:30.703  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:30.703  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:30.703  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:30.804  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:30.804  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:30.812  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:30.914  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:30.914  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:30.914  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:31.035  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:31.035  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:31.035  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:31.125  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:31.125  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:31.125  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:31.234  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:31.234  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:31.234  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:31.324  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:31.324  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:31.324  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:31.422  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:31.422  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:31.422  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:31.535  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:31.535  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:31.535  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:31.675  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:31.675  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:31.675  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:31.730  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:31.730  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:31.730  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:31.836  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:31.836  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:31.836  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:31.957  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:31.957  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:31.957  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:32.039  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:32.039  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:32.039  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:32.136  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:32.136  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:32.136  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:32.246  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:32.246  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:32.246  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:32.340  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:32.340  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:32.340  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:32.468  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:32.468  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:32.468  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:32.652  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:32.652  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:32.652  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:32.769  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:32.769  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:32.769  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:32.871  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:32.871  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:32.871  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:32.957  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:32.957  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:32.957  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:33.070  1795  1808 I PhoneLab-: Service Running
06-25 09:04:33.078  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:33.078  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:33.078  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:33.160  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:33.160  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:33.160  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:33.164  1795  1808 I PhoneLab-LoggerService: app_37    1165  1     2184   1744  c00f181c 400107b4 S logcat
06-25 09:04:33.164  1795  1808 I PhoneLab-LoggerService: Logcat pid from database 1165
06-25 09:04:33.164  1795  1808 I PhoneLab-LoggerService: Logcat process found 1165
06-25 09:04:33.164  1795  1808 I PhoneLab-LoggerService: Checking Threshold
06-25 09:04:33.164  1795  1808 I PhoneLab-: Service Running
06-25 09:04:33.191  1795  1808 I PhoneLab-LoggerService: app_37    1165  1     2184   1744  c00f181c 400107b4 S logcat
06-25 09:04:33.191  1795  1808 I PhoneLab-LoggerService: Logcat pid from database 1165
06-25 09:04:33.191  1795  1808 I PhoneLab-LoggerService: Logcat process found 1165
06-25 09:04:33.191  1795  1808 I PhoneLab-LoggerService: Checking Threshold
06-25 09:04:33.273  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:33.273  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:33.273  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:33.371  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:33.371  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:33.371  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:33.441  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:33.441  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:33.441  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:33.570  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:33.570  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:33.570  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:33.679  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:33.679  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:33.687  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:33.886  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:33.886  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:33.886  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:33.996  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:33.996  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:33.996  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:34.097  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:34.097  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:34.097  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:34.187  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:34.187  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:34.187  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:34.300  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:34.300  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:34.300  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:34.394  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:34.394  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:34.394  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:34.507  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:34.507  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:34.507  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:34.617  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:34.617  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:34.617  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:34.707  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:34.707  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:34.707  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:34.918  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:34.918  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:34.918  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:35.019  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:35.019  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:35.019  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:35.105  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:35.105  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:35.105  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:35.215  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:35.215  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:35.215  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:35.316  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:35.316  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:35.316  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:35.418  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:35.418  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:35.418  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:35.621  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:35.621  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:35.621  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:35.937  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:35.937  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:35.937  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:36.039  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:36.039  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:36.039  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:36.136  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:36.136  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:36.136  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:36.351  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:36.355  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:36.355  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:36.457  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:36.457  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:36.457  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:36.543  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:36.543  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:36.554  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:36.593  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:36.593  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:36.593  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:36.750  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:36.750  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
