06-19 14:05:56.963  9586 10390 D PicasaSyncManager: sync complete: SyncResult: stats []
06-19 16:05:01.312  8632  8632 I PhoneLab-StatusMonitorSignal: Signal_Strength: -106 asu: 4
06-19 16:05:01.312  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:05:02.558  8710  8801 I WifiLocationEstimator: Not returning location for the following outliers: [239855706501001]
06-19 16:05:02.640  8632  8632 I PhoneLab-StatusMonitorLocation: Location_Latitude: 43.0020635 Longitude: -78.7871336 Accuracy: 37.0
06-19 16:05:02.644  8710  8794 D androidNetworkLocationListeners: Still have listener com.google.android.location.internal.client.NetworkLocationClient$1@41373fe8
06-19 16:05:02.644  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:05:02.672  8710  8712 D dalvikvm: GC_CONCURRENT freed 439K, 7% free 10599K/11335K, paused 2ms+4ms
06-19 16:05:03.879  8710  8801 I WifiLocationEstimator: Not returning location for the following outliers: [239855706501001]
06-19 16:05:11.031   328   328 D SAN_SERVICE: *******************************************
06-19 16:05:11.031   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:05:11.031   328   328 D SAN_SERVICE: *******************************************
06-19 16:05:45.351   142   158 V BackupManagerService: Running a backup pass
06-19 16:05:45.367   142   212 V BackupManagerService: Backup requested but nothing pending
06-19 16:06:15.214  8632  8645 I PhoneLab-: Service Running
06-19 16:06:15.285  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:06:15.285  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:06:15.285  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:06:15.285  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:08:15.218  8632  8645 I PhoneLab-: Service Running
06-19 16:08:15.285  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:08:15.285  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:08:15.285  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:08:15.285  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:09:11.906   328   328 D SAN_SERVICE: *******************************************
06-19 16:09:11.906   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:09:11.906   328   328 D SAN_SERVICE: *******************************************
06-19 16:09:12.152   328   328 D SAN_SERVICE: *******************************************
06-19 16:09:12.152   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:09:12.152   328   328 D SAN_SERVICE: *******************************************
06-19 16:09:21.910   328   328 D SAN_SERVICE: *******************************************
06-19 16:09:21.910   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:09:21.910   328   328 D SAN_SERVICE: *******************************************
06-19 16:09:21.941   328   331 D dalvikvm: GC_CONCURRENT freed 448K, 6% free 9470K/10055K, paused 2ms+3ms
06-19 16:09:27.281   328   328 D SAN_SERVICE: *******************************************
06-19 16:09:27.281   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:09:27.281   328   328 D SAN_SERVICE: *******************************************
06-19 16:10:15.214  8632  8645 I PhoneLab-: Service Running
06-19 16:10:15.285  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:10:15.285  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:10:15.285  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:10:15.285  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:10:18.246   328   328 D SAN_SERVICE: *******************************************
06-19 16:10:18.246   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:10:18.246   328   328 D SAN_SERVICE: *******************************************
06-19 16:10:19.047   328   328 D SAN_SERVICE: *******************************************
06-19 16:10:19.047   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:10:19.047   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:25.824   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:25.824   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:11:25.824   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:26.043   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:26.043   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:11:26.043   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:30.152   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:30.156   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:11:30.156   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:38.914   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:38.914   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:11:38.914   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:39.156   142   325 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:11:39.164   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:39.164   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:11:39.164   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:39.675   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:39.675   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:11:39.675   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:39.918   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:39.918   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:11:39.918   328   328 D SAN_SERVICE: *******************************************
06-19 16:11:58.945   142   154 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:12:02.972   142   330 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:12:02.980   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:02.984   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:12:02.984   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:06.968   142  3687 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:12:06.992   328   328 D SystemClock: Setting time of day to sec=1340136727
06-19 16:12:07.111  9669  9694 V AlarmClock: AlarmInitReceiver finished
06-19 16:12:11.650   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:11.650   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:12:11.650   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:12.048   142   964 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:12:12.247  9681  9685 D dalvikvm: GC_CONCURRENT freed 486K, 7% free 9241K/9863K, paused 7ms+3ms
06-19 16:12:13.052   142   154 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:12:15.294  8632  8645 I PhoneLab-: Service Running
06-19 16:12:15.357  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:12:15.361  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:12:15.361  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:12:15.361  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:12:17.861   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:17.864   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:12:17.868   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:18.064   142   325 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:12:18.072   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:18.072   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:12:18.072   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:20.083   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:20.083   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:12:20.083   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:20.564   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:20.564   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:12:20.564   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:21.064   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:21.064   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:12:21.064   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:22.685   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:22.685   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:12:22.685   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:22.810   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:22.810   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:12:22.810   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:22.821   328   331 D dalvikvm: GC_CONCURRENT freed 452K, 6% free 9478K/10055K, paused 2ms+3ms
06-19 16:12:22.888   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:22.888   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:12:22.888   328   328 D SAN_SERVICE: *******************************************
06-19 16:12:23.068   142   142 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:12:59.747   142   330 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:13:24.146   142  3582 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:13:24.157   328   328 D SAN_SERVICE: *******************************************
06-19 16:13:24.157   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:13:24.157   328   328 D SAN_SERVICE: *******************************************
06-19 16:13:26.654   328   328 D SAN_SERVICE: *******************************************
06-19 16:13:26.654   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:13:26.654   328   328 D SAN_SERVICE: *******************************************
06-19 16:13:26.802   328   328 D SAN_SERVICE: *******************************************
06-19 16:13:26.802   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:13:26.802   328   328 D SAN_SERVICE: *******************************************
06-19 16:13:58.622   213   215 D dalvikvm: GC_CONCURRENT freed 400K, 49% free 10411K/20295K, paused 2ms+4ms
06-19 16:14:06.388   142  2000 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:14:15.216  8632  8645 I PhoneLab-: Service Running
06-19 16:14:15.282  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:14:15.282  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:14:15.282  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:14:15.282  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:15:01.400  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 16:15:01.423  8632  8632 I PhoneLab-StatusMonitor: Status Monitoring is started
06-19 16:15:01.466  8632  8635 D dalvikvm: GC_CONCURRENT freed 540K, 18% free 9244K/11207K, paused 2ms+3ms
06-19 16:15:01.489  8632  8632 I PhoneLab-StatusMonitor: Value: 10 - unit: min
06-19 16:15:01.489  8632  8632 I PhoneLab-StatusMonitor: Running interval: 600000
06-19 16:15:01.493  8632  8632 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
06-19 16:15:01.497  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:15:01.497  8632  8632 I PhoneLab-StatusMonitorLocation: Learning Location
06-19 16:15:01.501  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 16:15:01.501  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 16:15:01.501  8710  8794 D androidNetworkLocationListeners: Still have listener com.google.android.location.internal.client.NetworkLocationClient$1@41373fe8
06-19 16:15:01.505  8632  8632 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
06-19 16:15:01.505  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 16:15:01.513  8710  8794 D androidNetworkLocationListeners: Still have listener com.google.android.location.internal.client.NetworkLocationClient$1@41373fe8
06-19 16:15:01.513  8632  8632 I PhoneLab-StatusMonitorBattery: Battery_level: 92
06-19 16:15:01.517  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:15:01.521  8632  8632 I PhoneLab-StatusMonitorSignal: Signal_Strength: -106 asu: 4
06-19 16:15:01.521  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:15:02.767  8710  8801 I WifiLocationEstimator: Not returning location for the following outliers: [239855706501001]
06-19 16:15:02.849  8710  8712 D dalvikvm: GC_CONCURRENT freed 544K, 7% free 10581K/11335K, paused 2ms+3ms
06-19 16:15:02.864  8632  8632 I PhoneLab-StatusMonitorLocation: Location_Latitude: 43.0021839 Longitude: -78.787116 Accuracy: 40.0
06-19 16:15:02.864  8710  8794 D androidNetworkLocationListeners: Still have listener com.google.android.location.internal.client.NetworkLocationClient$1@41373fe8
06-19 16:15:02.864  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:15:04.130  8710  8801 I WifiLocationEstimator: Not returning location for the following outliers: [239855706501001]
06-19 16:15:08.669   142   711 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:15:12.673   142   330 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:15:12.935   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:12.935   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:15:12.935   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:13.689   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:13.689   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:15:13.689   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:16.681   142   154 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:15:16.704   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:16.704   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:15:16.704   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:17.146 11082 11085 D dalvikvm: GC_CONCURRENT freed 373K, 5% free 10332K/10823K, paused 7ms+2ms
06-19 16:15:18.696   142   325 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:15:22.700   142  4671 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:15:22.712   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:22.712   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:15:22.712   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:25.509   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:25.513   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:15:25.513   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:25.732   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:25.732   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:15:25.732   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:27.493   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:27.493   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:15:27.493   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:27.614   142   144 D dalvikvm: GC_CONCURRENT freed 1388K, 23% free 15445K/20039K, paused 3ms+8ms
06-19 16:15:27.677   142   358 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:15:27.689   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:27.689   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:15:27.689   328   328 D SAN_SERVICE: *******************************************
06-19 16:15:30.743   328   331 D dalvikvm: GC_CONCURRENT freed 445K, 6% free 9478K/10055K, paused 2ms+8ms
06-19 16:16:15.216  8632  8645 I PhoneLab-: Service Running
06-19 16:16:15.282  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:16:15.282  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:16:15.282  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:16:15.282  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:16:28.724   328   328 D SAN_SERVICE: *******************************************
06-19 16:16:28.724   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:16:28.724   328   328 D SAN_SERVICE: *******************************************
06-19 16:16:29.157   142   330 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:17:08.294   142   330 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:17:14.306   142   142 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:17:14.544   328   328 D SAN_SERVICE: *******************************************
06-19 16:17:14.544   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:17:14.544   328   328 D SAN_SERVICE: *******************************************
06-19 16:17:16.310   142  2000 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:17:20.318   142  3582 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:17:20.599   328   328 D SAN_SERVICE: *******************************************
06-19 16:17:20.599   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:17:20.599   328   328 D SAN_SERVICE: *******************************************
06-19 16:17:21.353   328   328 D SAN_SERVICE: *******************************************
06-19 16:17:21.353   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:17:21.353   328   328 D SAN_SERVICE: *******************************************
06-19 16:17:23.349   328   328 D SAN_SERVICE: *******************************************
06-19 16:17:23.349   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:17:23.349   328   328 D SAN_SERVICE: *******************************************
06-19 16:17:25.318   142   326 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:17:25.349   328   328 D SAN_SERVICE: *******************************************
06-19 16:17:25.349   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:17:25.349   328   328 D SAN_SERVICE: *******************************************
06-19 16:17:25.579   328   328 D SAN_SERVICE: *******************************************
06-19 16:17:25.579   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:17:25.579   328   328 D SAN_SERVICE: *******************************************
06-19 16:17:25.677   328   328 D SAN_SERVICE: *******************************************
06-19 16:17:25.685   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:17:25.685   328   328 D SAN_SERVICE: *******************************************
06-19 16:18:15.212  8632  8645 I PhoneLab-: Service Running
06-19 16:18:15.290  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:18:15.290  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:18:15.290  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:18:15.290  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:18:15.298  8632  8635 D dalvikvm: GC_CONCURRENT freed 423K, 18% free 9215K/11207K, paused 2ms+2ms
06-19 16:18:27.419   328   328 D SAN_SERVICE: *******************************************
06-19 16:18:27.419   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:18:27.419   328   328 D SAN_SERVICE: *******************************************
06-19 16:18:27.919   142   330 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:18:27.923   328   328 D SAN_SERVICE: *******************************************
06-19 16:18:27.923   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:18:27.927   328   328 D SAN_SERVICE: *******************************************
06-19 16:18:33.329   328   328 D SAN_SERVICE: *******************************************
06-19 16:18:33.329   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:18:33.329   328   328 D SAN_SERVICE: *******************************************
06-19 16:18:33.384   328   328 D SAN_SERVICE: *******************************************
06-19 16:18:33.384   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:18:33.384   328   328 D SAN_SERVICE: *******************************************
06-19 16:18:33.931   328   328 D SAN_SERVICE: *******************************************
06-19 16:18:33.931   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:18:33.931   328   328 D SAN_SERVICE: *******************************************
06-19 16:18:39.962   142   325 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:18:39.982   328   331 D dalvikvm: GC_CONCURRENT freed 437K, 6% free 9479K/10055K, paused 13ms+2ms
06-19 16:19:56.884   328   328 D SAN_SERVICE: *******************************************
06-19 16:19:56.884   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:19:56.884   328   328 D SAN_SERVICE: *******************************************
06-19 16:19:57.415   328   328 D SAN_SERVICE: *******************************************
06-19 16:19:57.415   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:19:57.415   328   328 D SAN_SERVICE: *******************************************
06-19 16:20:07.251   142   358 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:20:11.802   328   328 D SAN_SERVICE: *******************************************
06-19 16:20:11.802   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:20:11.802   328   328 D SAN_SERVICE: *******************************************
06-19 16:20:12.271   142  4671 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:20:12.279   328   328 D SAN_SERVICE: *******************************************
06-19 16:20:12.279   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:20:12.279   328   328 D SAN_SERVICE: *******************************************
06-19 16:20:15.216  8632  8645 I PhoneLab-: Service Running
06-19 16:20:15.282  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:20:15.282  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:20:15.282  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:20:15.282  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:20:34.029   328   328 D SAN_SERVICE: *******************************************
06-19 16:20:34.029   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:20:34.029   328   328 D SAN_SERVICE: *******************************************
06-19 16:20:34.532   328   328 D SAN_SERVICE: *******************************************
06-19 16:20:34.532   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:20:34.532   328   328 D SAN_SERVICE: *******************************************
06-19 16:21:15.177   328   328 D SAN_SERVICE: *******************************************
06-19 16:21:15.177   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:21:15.177   328   328 D SAN_SERVICE: *******************************************
06-19 16:21:15.572   328   328 D SAN_SERVICE: *******************************************
06-19 16:21:15.572   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:21:15.572   328   328 D SAN_SERVICE: *******************************************
06-19 16:22:04.884   142   963 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 16:22:10.013   328   328 D SAN_SERVICE: *******************************************
06-19 16:22:10.013   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:22:10.013   328   328 D SAN_SERVICE: *******************************************
06-19 16:22:10.794   328   328 D SAN_SERVICE: *******************************************
06-19 16:22:10.794   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:22:10.794   328   328 D SAN_SERVICE: *******************************************
06-19 16:22:15.216  8632  8645 I PhoneLab-: Service Running
06-19 16:22:15.279  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:22:15.279  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:22:15.282  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:22:15.282  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:23:57.779   328   328 D SAN_SERVICE: *******************************************
06-19 16:23:57.779   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:23:57.779   328   328 D SAN_SERVICE: *******************************************
06-19 16:23:58.052   328   328 D SAN_SERVICE: *******************************************
06-19 16:23:58.052   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:23:58.052   328   328 D SAN_SERVICE: *******************************************
06-19 16:24:00.005   142   159 I ActivityManager: No longer want com.google.android.apps.googlevoice (pid 10601): hidden #16
06-19 16:24:00.068   142  3687 W ActivityManager: Scheduling restart of crashed service com.google.android.apps.googlevoice/.CallLogService in 5000ms
06-19 16:24:05.122   142   159 I ActivityManager: Start proc com.google.android.apps.googlevoice for service com.google.android.apps.googlevoice/.CallLogService: pid=11208 uid=10065 gids={3003, 1015}
06-19 16:24:05.138 11208 11214 E jdwp    : Failed sending reply to debugger: Broken pipe
06-19 16:24:05.138 11208 11214 D dalvikvm: Debugger has detached; object registry had 1 entries
06-19 16:24:05.228 11208 11211 D dalvikvm: GC_CONCURRENT freed 247K, 4% free 9285K/9607K, paused 2ms+2ms
06-19 16:24:05.275  9528  9531 D dalvikvm: GC_CONCURRENT freed 498K, 7% free 9496K/10119K, paused 1ms+3ms
06-19 16:24:07.923   328   328 D SAN_SERVICE: *******************************************
06-19 16:24:07.923   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:24:07.923   328   328 D SAN_SERVICE: *******************************************
06-19 16:24:15.216  8632  8645 I PhoneLab-: Service Running
06-19 16:24:15.282  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:24:15.282  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:24:15.282  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:24:15.282  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:25:00.173   142   144 D dalvikvm: GC_CONCURRENT freed 1588K, 24% free 15354K/20039K, paused 22ms+6ms
06-19 16:25:01.517  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 16:25:01.552  8632  8632 I PhoneLab-StatusMonitor: Status Monitoring is started
06-19 16:25:01.622  8632  8635 D dalvikvm: GC_CONCURRENT freed 473K, 18% free 9253K/11207K, paused 1ms+2ms
06-19 16:25:01.630  8632  8632 I PhoneLab-StatusMonitor: Value: 10 - unit: min
06-19 16:25:01.630  8632  8632 I PhoneLab-StatusMonitor: Running interval: 600000
06-19 16:25:01.642  8632  8632 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
06-19 16:25:01.642  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:25:01.650  8632  8632 I PhoneLab-StatusMonitorLocation: Learning Location
06-19 16:25:01.650  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 16:25:01.650  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 16:25:01.650  8710  8794 D androidNetworkLocationListeners: Still have listener com.google.android.location.internal.client.NetworkLocationClient$1@41373fe8
06-19 16:25:01.654  8632  8632 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
06-19 16:25:01.654  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 16:25:01.661  8710  8794 D androidNetworkLocationListeners: Still have listener com.google.android.location.internal.client.NetworkLocationClient$1@41373fe8
06-19 16:25:01.661  8632  8632 I PhoneLab-StatusMonitorBattery: Battery_level: 93
06-19 16:25:01.665  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:25:01.669  8632  8632 I PhoneLab-StatusMonitorSignal: Signal_Strength: -106 asu: 4
06-19 16:25:01.669  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:25:02.892  8710  8801 I WifiLocationEstimator: Not returning location for the following outliers: [239855706501001]
06-19 16:25:02.966  8710  8712 D dalvikvm: GC_CONCURRENT freed 523K, 7% free 10579K/11335K, paused 2ms+3ms
06-19 16:25:02.997  8632  8632 I PhoneLab-StatusMonitorLocation: Location_Latitude: 43.0020088 Longitude: -78.7871082 Accuracy: 39.0
06-19 16:25:03.001  8710  8794 D androidNetworkLocationListeners: Still have listener com.google.android.location.internal.client.NetworkLocationClient$1@41373fe8
