06-27 17:30:14.722 11775 11789 D PicasaPhotoCP: set fsid first time:-1
06-27 17:30:14.867 11775 11794 D PicasaSync: sync account database
06-27 17:30:14.917 11795 11795 I ActivityThread: Pub com.google.android.apps.docs.files: com.google.android.apps.docs.sync.filemanager.FileProvider
06-27 17:30:14.925 11795 11795 I ActivityThread: Pub com.google.android.apps.docs.doclist.search_suggest: com.google.android.apps.docs.doclist.DocListGlobalSearchSuggestionProvider
06-27 17:30:14.996 11795 11795 V /ContextScope.java:112: 17:30:14.997 main Contexts in the main scope map after inserting com.google.android.apps.docs.editors.EditorsApplication@4135dc30: com.google.android.apps.docs.editors.EditorsApplication@4135dc30
06-27 17:30:15.101 11795 11797 D dalvikvm: GC_CONCURRENT freed 226K, 4% free 9310K/9607K, paused 6ms+2ms
06-27 17:30:15.281 11795 11797 D dalvikvm: GC_CONCURRENT freed 500K, 6% free 9355K/9927K, paused 1ms+2ms
06-27 17:30:15.320   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:15.449 11795 11797 D dalvikvm: GC_CONCURRENT freed 539K, 7% free 9378K/9991K, paused 2ms+6ms
06-27 17:30:15.550 11775 11794 D PicasaSync: accounts in DB=1
06-27 17:30:15.566 11795 11797 D dalvikvm: GC_CONCURRENT freed 472K, 6% free 9417K/9991K, paused 2ms+3ms
06-27 17:30:15.718  5975  5976 D dalvikvm: GC_CONCURRENT freed 1925K, 26% free 17896K/24071K, paused 9ms+5ms
06-27 17:30:15.746 11795 11797 D dalvikvm: GC_CONCURRENT freed 544K, 7% free 9436K/10055K, paused 2ms+3ms
06-27 17:30:15.812 11775 11794 D PicasaSyncManager: active network: NetworkInfo: type: mobile[CDMA - EvDo rev. A], state: CONNECTED/CONNECTED, reason: (unspecified), extra: , roaming: false, failover: true, isAvailable: true
06-27 17:30:15.875 11795 11797 D dalvikvm: GC_CONCURRENT freed 469K, 6% free 9478K/10055K, paused 2ms+6ms
06-27 17:30:15.968 11775 11794 D PicasaSyncManager: background data: true
06-27 17:30:15.992   142   173 I power   : *** set_screen_state 1
06-27 17:30:16.066 11795 11797 D dalvikvm: GC_CONCURRENT freed 539K, 7% free 9505K/10119K, paused 1ms+5ms
06-27 17:30:16.101   142   173 I WindowManager: Lock screen displayed!
06-27 17:30:16.183    79   119 D SurfaceFlinger: Screen about to return, flinger = 0xf1b918
06-27 17:30:16.320   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:16.332 11795 11797 D dalvikvm: GC_CONCURRENT freed 425K, 6% free 9591K/10119K, paused 2ms+3ms
06-27 17:30:16.500   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:16.500  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:16.566  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:16.609 11795 11797 D dalvikvm: GC_CONCURRENT freed 440K, 6% free 9673K/10183K, paused 1ms+3ms
06-27 17:30:17.000   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:17.000  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:17.066  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:17.093 11795 11797 D dalvikvm: GC_CONCURRENT freed 503K, 6% free 9759K/10311K, paused 3ms+13ms
06-27 17:30:17.132   212   212 D PhoneStatusBar: disable: < expand icons alerts ticker system_info BACK HOME recent* CLOCK >
06-27 17:30:17.144    82   122 D AudioHardware: AudioHardware pcm playback is exiting standby.
06-27 17:30:17.144    82   122 D AudioHardware: openPcmOut_l() mPcmOpenCnt: 0
06-27 17:30:17.238   212   212 D PhoneStatusBar: disable: < expand icons alerts ticker system_info back* home* recent clock* >
06-27 17:30:17.242   212   212 V PhoneStatusBar: setLightsOn(true)
06-27 17:30:17.320   368  1299 D NfcService: NFC-C ON
06-27 17:30:17.320   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:17.500   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:17.500  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:17.578  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:17.671 11795 11797 D dalvikvm: GC_CONCURRENT freed 511K, 6% free 9789K/10375K, paused 7ms+3ms
06-27 17:30:17.894 11795 11797 D dalvikvm: GC_CONCURRENT freed 524K, 6% free 9772K/10375K, paused 2ms+3ms
06-27 17:30:17.929 11795 11795 D /Ln.java:220: 17:30:17.934 main Configuring Logging, minimum log level is INFO
06-27 17:30:17.968 11795 11795 D DocListDatabase: openHelper points on new database: DocList.db
06-27 17:30:17.968 11795 11795 D DocListDatabase: in openWriteDatabase
06-27 17:30:18.000   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:18.000  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:18.031  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:18.066   310   310 I wpa_supplicant: wlan0: Authentication with 58:35:d9:38:bc:11 timed out.
06-27 17:30:18.066   310   310 D wpa_supplicant: Added BSSID 58:35:d9:38:bc:11 into blacklist
06-27 17:30:18.066   310   310 D wpa_supplicant: wpa_driver_wext_set_operstate: operstate 0->0 (DORMANT)
06-27 17:30:18.066   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=5
06-27 17:30:18.066   310   310 D wpa_supplicant: EAPOL: External notification - portEnabled=0
06-27 17:30:18.066   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:18.066   310   310 D wpa_supplicant: EAPOL: External notification - portValid=0
06-27 17:30:18.066   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:18.078 11795 11795 W ND      : Could not load Finalizer in its own class loader. Loading Finalizer in the current class loader instead. As a result, you will not be able to garbage collect this class loader. To support reclaiming this class loader, either resolve the underlying issue, or move Google Collections to your system class path.
06-27 17:30:18.078 11795 11795 W ND      : java.io.FileNotFoundException: com/google/inject/internal/Finalizer.class
06-27 17:30:18.078 11795 11795 W ND      : 	at NE.a(FinalizableReferenceQueue.java:269)
06-27 17:31:54.535   310   310 D wpa_supplicant: EAP: EAP entering state METHOD
06-27 17:31:54.535   310   310 D wpa_supplicant: SSL: Received packet(len=91) - Flags 0x00
06-27 17:31:54.535   310   310 D wpa_supplicant: EAP-PEAP: received 85 bytes encrypted data for Phase 2
06-27 17:31:54.535   310   310 D wpa_supplicant: EAP-PEAP: received Phase 2: code=1 identifier=12 length=51
06-27 17:31:54.535   310   310 D wpa_supplicant: EAP-PEAP: Phase 2 Request: type=26
06-27 17:31:54.535   310   310 D wpa_supplicant: EAP-MSCHAPV2: RX identifier 12 mschapv2_id 11
06-27 17:31:54.535   310   310 D wpa_supplicant: EAP-MSCHAPV2: Received success
06-27 17:31:54.535   310   310 I wpa_supplicant: EAP-MSCHAPV2: Authentication succeeded
06-27 17:31:54.535   310   310 D wpa_supplicant: SSL: 74 bytes left to be sent out (of total 74 bytes)
06-27 17:31:54.535   310   310 D wpa_supplicant: EAP: method process -> ignore=FALSE methodState=MAY_CONT decision=FAIL
06-27 17:31:54.535   310   310 D wpa_supplicant: EAP: EAP entering state SEND_RESPONSE
06-27 17:31:54.535   310   310 D wpa_supplicant: EAP: EAP entering state IDLE
06-27 17:31:54.535   310   310 D wpa_supplicant: EAPOL: SUPP_BE entering state RESPONSE
06-27 17:31:54.535   310   310 D wpa_supplicant: EAPOL: txSuppRsp
06-27 17:31:54.535   310   310 D wpa_supplicant: TX EAPOL: dst=d0:c2:82:66:6b:f1
06-27 17:31:54.535   310   310 D wpa_supplicant: EAPOL: SUPP_BE entering state RECEIVE
06-27 17:31:54.539   310   310 D wpa_supplicant: EAPOL: Received EAP-Packet frame
06-27 17:31:54.539   310   310 D wpa_supplicant: EAPOL: SUPP_BE entering state REQUEST
06-27 17:31:54.539   310   310 D wpa_supplicant: EAPOL: getSuppRsp
06-27 17:31:54.539   310   310 D wpa_supplicant: EAP: EAP entering state RECEIVED
06-27 17:31:54.539   310   310 D wpa_supplicant: EAP: Received EAP-Request id=13 method=25 vendor=0 vendorMethod=0
06-27 17:31:54.539   310   310 D wpa_supplicant: EAP: EAP entering state METHOD
06-27 17:31:54.539   310   310 D wpa_supplicant: SSL: Received packet(len=43) - Flags 0x00
06-27 17:31:54.539   310   310 D wpa_supplicant: EAP-PEAP: received 37 bytes encrypted data for Phase 2
06-27 17:31:54.539   310   310 D wpa_supplicant: EAP-PEAP: received Phase 2: code=1 identifier=13 length=11
06-27 17:31:54.539   310   310 D wpa_supplicant: EAP-PEAP: Phase 2 Request: type=33
06-27 17:31:54.539   310   310 I wpa_supplicant: EAP-TLV: TLV Result - Success - EAP-TLV/Phase2 Completed
06-27 17:31:54.539   310   310 D wpa_supplicant: SSL: 74 bytes left to be sent out (of total 74 bytes)
06-27 17:31:54.539   310   310 D wpa_supplicant: EAP: method process -> ignore=FALSE methodState=DONE decision=UNCOND_SUCC
06-27 17:31:54.539   310   310 D wpa_supplicant: EAP: EAP entering state SEND_RESPONSE
06-27 17:31:54.539   310   310 D wpa_supplicant: EAP: EAP entering state IDLE
06-27 17:31:54.539   310   310 D wpa_supplicant: EAPOL: SUPP_BE entering state RESPONSE
06-27 17:31:54.539   310   310 D wpa_supplicant: EAPOL: txSuppRsp
06-27 17:31:54.539   310   310 D wpa_supplicant: TX EAPOL: dst=d0:c2:82:66:6b:f1
06-27 17:31:54.539   310   310 D wpa_supplicant: EAPOL: SUPP_BE entering state RECEIVE
06-27 17:31:54.543   310   310 D wpa_supplicant: EAPOL: Received EAP-Packet frame
06-27 17:31:54.543   310   310 D wpa_supplicant: EAPOL: SUPP_BE entering state REQUEST
06-27 17:31:54.543   310   310 D wpa_supplicant: EAPOL: getSuppRsp
06-27 17:31:54.543   310   310 D wpa_supplicant: EAP: EAP entering state RECEIVED
06-27 17:31:54.543   310   310 D wpa_supplicant: EAP: Received EAP-Success
06-27 17:31:54.543   310   310 D wpa_supplicant: EAP: EAP entering state SUCCESS
06-27 17:31:54.543   310   310 I wpa_supplicant: wlan0: CTRL-EVENT-EAP-SUCCESS EAP authentication completed successfully
06-27 17:31:54.543   310   310 D wpa_supplicant: EAPOL: SUPP_BE entering state RECEIVE
06-27 17:31:54.543   310   310 D wpa_supplicant: EAPOL: SUPP_BE entering state SUCCESS
06-27 17:31:54.543   310   310 D wpa_supplicant: EAPOL: SUPP_BE entering state IDLE
06-27 17:31:54.543   310   310 D wpa_supplicant: EAPOL: Ignoring WPA EAPOL-Key frame in EAPOL state machines
06-27 17:31:54.546   310   310 D wpa_supplicant: EAPOL: Successfully fetched key (len=32)
06-27 17:31:54.546   310   310 D wpa_supplicant: RSN: removed the oldest PMKSA cache entry (for c4:7d:4f:35:7c:61) to make room for new one
06-27 17:31:54.546   310   310 D wpa_supplicant: RSN: added PMKSA cache entry for d0:c2:82:66:6b:f1
06-27 17:31:54.554   310   310 D wpa_supplicant: WPA: PTK derivation - A1=b4:07:f9:3e:c0:74 A2=d0:c2:82:66:6b:f1
06-27 17:31:54.558   310   310 D wpa_supplicant: EAPOL: Ignoring WPA EAPOL-Key frame in EAPOL state machines
06-27 17:31:54.558   310   310 D wpa_supplicant: wpa_driver_wext_set_key: alg=3 key_idx=0 set_tx=1 seq_len=6 key_len=16
06-27 17:31:54.558   310   310 D wpa_supplicant: EAPOL: External notification - portValid=1
06-27 17:31:54.558   310   310 D wpa_supplicant: EAPOL: SUPP_PAE entering state AUTHENTICATED
06-27 17:31:54.558   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Authorized
06-27 17:31:54.558   310   310 D wpa_supplicant: EAPOL authentication completed successfully
06-27 17:31:54.558   310   310 D wpa_supplicant: wpa_driver_wext_set_key: alg=2 key_idx=1 set_tx=0 seq_len=6 key_len=32
06-27 17:31:54.562   310   310 I wpa_supplicant: wlan0: WPA: Key negotiation completed with d0:c2:82:66:6b:f1 [PTK=CCMP GTK=TKIP]
06-27 17:31:54.562   310   310 I wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED - Connection to d0:c2:82:66:6b:f1 completed (reauth) [id=0 id_str=]
06-27 17:31:54.562   310   310 D wpa_supplicant: wpa_driver_wext_set_operstate: operstate 0->1 (UP)
06-27 17:31:54.562   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-27 17:31:54.562   310   310 D wpa_supplicant: EAPOL: External notification - portValid=1
06-27 17:31:54.562   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-27 17:31:54.562   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:31:54.574   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:31:54.574   310   310 D wpa_supplicant: Wireless event: cmd=0x8c09 len=32
06-27 17:31:54.574   310   310 D wpa_supplicant: PMKID candidate wireless event: flags=0x0 index=0 bssid=d0:c2:82:2d:ea:81
06-27 17:31:54.574   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:31:54.574   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:31:54.574   310   310 D wpa_supplicant: Wireless event: cmd=0x8c09 len=32
06-27 17:31:54.574   310   310 D wpa_supplicant: PMKID candidate wireless event: flags=0x0 index=0 bssid=d0:c2:82:67:f9:11
06-27 17:31:54.574   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:31:54.574   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:31:54.574   310   310 D wpa_supplicant: Wireless event: cmd=0x8c09 len=32
06-27 17:31:54.574   310   310 D wpa_supplicant: PMKID candidate wireless event: flags=0x0 index=0 bssid=d0:c2:82:66:66:f1
06-27 17:31:54.574   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:31:54.574   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:31:54.574   310   310 D wpa_supplicant: Wireless event: cmd=0x8c09 len=32
06-27 17:31:54.574   310   310 D wpa_supplicant: PMKID candidate wireless event: flags=0x0 index=0 bssid=d0:c2:82:66:67:31
06-27 17:31:54.574   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:31:54.574   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:31:54.574   310   310 D wpa_supplicant: Wireless event: cmd=0x8c09 len=32
06-27 17:31:54.574   310   310 D wpa_supplicant: PMKID candidate wireless event: flags=0x0 index=0 bssid=d0:c2:82:66:69:d1
06-27 17:31:54.574   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:31:54.574   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:31:54.574   310   310 D wpa_supplicant: Wireless event: cmd=0x8c09 len=32
06-27 17:31:54.574   310   310 D wpa_supplicant: PMKID candidate wireless event: flags=0x0 index=0 bssid=0c:85:25:c7:2c:61
06-27 17:31:54.574   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:31:54.574   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:31:54.574   310   310 D wpa_supplicant: Wireless event: cmd=0x8c09 len=32
06-27 17:31:54.574   310   310 D wpa_supplicant: PMKID candidate wireless event: flags=0x0 index=0 bssid=d0:c2:82:66:69:21
06-27 17:31:54.574   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:31:54.574   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:31:54.574   310   310 D wpa_supplicant: Wireless event: cmd=0x8c09 len=32
06-27 17:31:54.574   310   310 D wpa_supplicant: PMKID candidate wireless event: flags=0x0 index=0 bssid=d0:c2:82:67:3c:a1
06-27 17:31:54.574   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:31:54.574   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:31:54.574   310   310 D wpa_supplicant: Wireless event: cmd=0x8c09 len=32
06-27 17:31:54.574   310   310 D wpa_supplicant: PMKID candidate wireless event: flags=0x0 index=0 bssid=d0:c2:82:67:e7:61
06-27 17:31:54.574   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:31:54.574   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:31:54.574   310   310 D wpa_supplicant: Wireless event: cmd=0x8c09 len=32
06-27 17:31:54.574   310   310 D wpa_supplicant: PMKID candidate wireless event: flags=0x0 index=0 bssid=d0:c2:82:66:6b:f1
06-27 17:31:54.574   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:31:54.574   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-27 17:31:54.574   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:31:54.574   310   310 D wpa_supplicant: Wireless event: cmd=0x8c09 len=32
06-27 17:31:54.574   310   310 D wpa_supplicant: PMKID candidate wireless event: flags=0x0 index=0 bssid=d0:c2:82:2d:e4:b1
06-27 17:31:54.574   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:31:54.648   310   310 D wpa_supplicant: EAPOL: startWhen --> 0
06-27 17:31:55.582   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd RSSI len = 248
06-27 17:31:55.593   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd UB_Secure rssi -58  len = 19, 19
06-27 17:31:55.593   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd LINKSPEED len = 248
06-27 17:31:55.601   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd LinkSpeed 19 len = 12, 12
06-27 17:31:58.629   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd RSSI len = 248
06-27 17:31:58.636   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd UB_Secure rssi -61  len = 19, 19
06-27 17:31:58.636   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd LINKSPEED len = 248
06-27 17:31:58.640   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd LinkSpeed 19 len = 12, 12
06-27 17:32:01.652   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd RSSI len = 248
06-27 17:32:01.660   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd UB_Secure rssi -70  len = 19, 19
06-27 17:32:01.660   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd LINKSPEED len = 248
06-27 17:32:01.664   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd LinkSpeed 19 len = 12, 12
06-27 17:32:04.668   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd RSSI len = 248
06-27 17:32:04.675   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd UB_Secure rssi -72  len = 19, 19
06-27 17:32:04.675   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd LINKSPEED len = 248
06-27 17:32:04.679   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd LinkSpeed 19 len = 12, 12
06-27 17:32:04.918   142   169 I power   : *** set_screen_state 0
06-27 17:32:04.996    79   119 D SurfaceFlinger: About to give-up screen, flinger = 0xf1b918
06-27 17:32:05.320   142   173 V TransportControlView: Create TCV com.android.internal.widget.TransportControlView@413519f8
06-27 17:32:05.449   142   173 I ActivityManager: Start proc com.google.android.gsf.login for service com.google.android.gsf.login/com.google.android.gsf.loginservice.GoogleLoginService: pid=11982 uid=10009 gids={3003, 1015, 1007, 2001, 3006}
06-27 17:32:05.461   212   212 D PhoneStatusBar: disable: < expand icons alerts ticker system_info back home RECENT* clock >
06-27 17:32:05.531  5975  5976 D dalvikvm: GC_CONCURRENT freed 1849K, 26% free 17979K/24071K, paused 39ms+36ms
06-27 17:32:05.578    80    80 D dalvikvm: GC_EXPLICIT freed 37K, 4% free 9031K/9347K, paused 10ms+10ms
06-27 17:32:05.613   212   212 D PhoneStatusBar: disable: < expand icons alerts ticker system_info BACK* HOME* RECENT CLOCK* >
06-27 17:32:05.636   142   142 D dalvikvm: GC_EXPLICIT freed 407K, 24% free 19094K/25095K, paused 28ms+61ms
06-27 17:32:05.640    82   122 D AudioHardware: AudioHardware pcm playback is exiting standby.
06-27 17:32:05.640    82   122 D AudioHardware: openPcmOut_l() mPcmOpenCnt: 0
06-27 17:32:05.761   368  1293 D NfcService: NFC-C OFF, disconnect
06-27 17:32:05.773    80    80 D dalvikvm: GC_EXPLICIT freed <1K, 4% free 9031K/9347K, paused 7ms+3ms
06-27 17:32:05.839    80    80 D dalvikvm: GC_EXPLICIT freed <1K, 4% free 9031K/9347K, paused 2ms+2ms
06-27 17:32:05.984   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 4096
06-27 17:32:05.984   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 0, 15
06-27 17:32:05.984   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd POWERMODE 0 len = 4096
06-27 17:32:06.004   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
06-27 17:32:08.800    82   122 D AudioHardware: AudioHardware pcm playback is going to standby.
06-27 17:32:08.800    82   122 D AudioHardware: closePcmOut_l() mPcmOpenCnt: 1
06-27 17:32:13.082   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 4096
06-27 17:32:13.082   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 0, 15
06-27 17:32:13.082   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd POWERMODE 0 len = 4096
06-27 17:32:13.101   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
06-27 17:32:25.673   310   310 D wpa_supplicant: EAPOL: authWhile --> 0
06-27 17:33:33.907   310   310 D wpa_supplicant: EAPOL: idleWhile --> 0
06-27 17:33:33.907   310   310 D wpa_supplicant: EAPOL: disable timer tick
06-27 17:33:56.212  6031  6044 I PhoneLab-: Service Running
06-27 17:33:56.313  6031  6044 I PhoneLab-LoggerService: app_37    1211  1     1708   1256  c00f181c 400107b4 S logcat
06-27 17:33:56.313  6031  6044 I PhoneLab-LoggerService: Logcat pid from database 1211
06-27 17:33:56.313  6031  6044 I PhoneLab-LoggerService: Logcat process found 1211
06-27 17:33:56.313  6031  6044 I PhoneLab-LoggerService: Checking Threshold
06-27 17:33:56.313  6031  6044 I PhoneLab-LoggerService: Starting to rename files
06-27 17:33:56.317  6031  6044 I PhoneLab-LoggerService: Files found .. 33
06-27 17:34:19.958   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-27 17:34:19.958   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:34:19.958   310   310 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-27 17:34:26.649   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-27 17:34:26.649   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:34:26.657   310   310 D wpa_supplicant: Wireless event: cmd=0x8b15 len=20
06-27 17:34:26.657   310   310 D wpa_supplicant: Wireless event: new AP: 00:00:00:00:00:00
06-27 17:34:26.657   310   310 D wpa_supplicant: Added BSSID d0:c2:82:66:6b:f1 into blacklist
06-27 17:34:26.657   310   310 I wpa_supplicant: wlan0: CTRL-EVENT-DISCONNECTED bssid=d0:c2:82:66:6b:f1 reason=0
06-27 17:34:26.657   310   310 D wpa_supplicant: wpa_driver_wext_set_key: alg=0 key_idx=0 set_tx=0 seq_len=0 key_len=0
06-27 17:34:26.681   310   310 D wpa_supplicant: wpa_driver_wext_set_key: alg=0 key_idx=1 set_tx=0 seq_len=0 key_len=0
06-27 17:34:26.688  9209  9226 D CommandListener: Clearing all IP addresses on wlan0
06-27 17:34:26.696   310   310 D wpa_supplicant: wpa_driver_wext_set_key: alg=0 key_idx=2 set_tx=0 seq_len=0 key_len=0
06-27 17:34:26.704   310   310 D wpa_supplicant: wpa_driver_wext_set_key: alg=0 key_idx=3 set_tx=0 seq_len=0 key_len=0
06-27 17:34:26.712   310   310 D wpa_supplicant: wpa_driver_wext_set_key: alg=0 key_idx=0 set_tx=0 seq_len=0 key_len=0
06-27 17:34:26.724   310   310 D wpa_supplicant: wpa_driver_wext_set_operstate: operstate 1->0 (DORMANT)
